case,order,secondary_nm,primary_nm,time_h,permeability_fluorescence,committed_fraction,membrane_compromised_cumulative,atp_proxy,caspase_proxy,ldh_proxy,surface_complex_copies,internalized_complex_copies,payload_copies,delivered_payload_cumulative,core_committed,rim_committed
reference,primary_first,0.1,1.2115276586285888,48.0,0.05975502,0.10729931,0.05679312,0.8755232,0.0505062,0.04894949,992.81089745,965.43506644,141.53554007,290.01316206,1.507e-05,0.15190025
reference,primary_first,0.1,1.2115276586285888,72.0,0.42155664,0.49361624,0.40163843,0.53735108,0.09197782,0.27640908,981.38573722,1005.33947361,185.51144618,566.4757896,0.00108635,0.68342906
reference,primary_first,0.1,3.1622776601683795,24.0,3.573e-05,0.0001505,3.395e-05,0.98849896,0.00011655,3.243e-05,738.55529437,562.95742246,42.84851007,57.93886277,0.0,0.00021356
reference,primary_first,0.1,3.1622776601683795,48.0,0.04723194,0.08443607,0.04496342,0.89009555,0.03947265,0.03864307,781.30737876,781.80546152,120.78014595,255.34734701,8.711e-05,0.11791442
reference,primary_first,0.1,3.1622776601683795,72.0,0.36311498,0.44242608,0.34840319,0.58333431,0.09402289,0.2445067,748.54832244,773.92780552,147.52470803,472.58421491,0.00875647,0.57799564
reference,primary_first,0.1,8.25404185268019,24.0,9.81e-06,4.046e-05,9.36e-06,0.9919338,3.11e-05,8.93e-06,437.05694815,352.92765118,28.31607413,38.70843832,1e-07,5.546e-05
reference,primary_first,0.1,8.25404185268019,48.0,0.01220971,0.02291016,0.01179618,0.9421464,0.01111397,0.01018663,409.29121465,423.25538135,69.44501964,152.29044753,0.00252738,0.0287334
reference,primary_first,0.1,8.25404185268019,72.0,0.13763867,0.18487698,0.13446597,0.80035559,0.05041101,0.09934772,378.50229967,395.52893222,78.38330568,265.97881155,0.06404922,0.21471007
reference,primary_first,0.1,21.544346900318843,24.0,1.19e-06,4.92e-06,1.15e-06,0.9958094,3.77e-06,1.1e-06,194.30626867,165.03418053,13.94172729,19.26789051,1.28e-06,6.22e-06
reference,primary_first,0.1,21.544346900318843,48.0,0.00144364,0.00277488,0.00141444,0.97533385,0.00136044,0.00122313,173.4075999,181.84069716,30.89325929,69.60564972,0.00149894,0.00319212
reference,primary_first,0.1,21.544346900318843,72.0,0.01884647,0.02645414,0.01859791,0.94411647,0.00785624,0.01398028,158.88824905,166.4933556,33.55486323,117.83624891,0.01844481,0.02899343
reference,primary_first,0.1,56.23413251903491,24.0,1.1e-07,4.4e-07,1e-07,0.99809816,3.4e-07,1e-07,79.81438465,70.24649706,6.13679053,8.53708553,2.1e-07,5.2e-07
reference,primary_first,0.1,56.23413251903491,48.0,0.00012166,0.00023508,0.00012024,0.98965688,0.00011484,0.00010388,68.95627593,72.95452728,12.70604417,29.17928433,0.00017137,0.00025484
reference,primary_first,0.1,56.23413251903491,72.0,0.00158951,0.00225156,0.00157814,0.98184138,0.00067343,0.00118725,62.97161501,66.05919665,13.45410374,48.39087916,0.00187705,0.00236698
reference,primary_first,0.1,146.77992676220705,24.0,1e-08,3e-08,1e-08,0.99920252,2e-08,1e-08,31.4067468,28.23254901,2.52298149,3.52663242,2e-08,4e-08
reference,primary_first,0.1,146.77992676220705,48.0,8.34e-06,1.612e-05,8.28e-06,0.995817,7.84e-06,7.15e-06,26.78805436,28.45086035,5.02079381,11.6625474,1.368e-05,1.688e-05
reference,primary_first,0.1,146.77992676220705,72.0,0.00010696,0.00015176,0.00010654,0.99315191,4.522e-05,8.004e-05,24.44072393,25.64828719,5.24973688,19.13277683,0.00013838,0.00015594
reference,primary_first,0.1,383.1186849557293,24.0,0.0,0.0,0.0,0.9996807,0.0,0.0,12.16518356,11.05460328,0.99999656,1.40139857,0.0,0.0
reference,primary_first,0.1,383.1186849557293,48.0,5.1e-07,9.9e-07,5.1e-07,0.99835327,4.8e-07,4.4e-07,10.31838339,10.97847645,1.95017051,4.55684681,9e-07,1.02e-06
reference,primary_first,0.1,383.1186849557293,72.0,6.51e-06,9.24e-06,6.5e-06,0.99734554,2.74e-06,4.87e-06,9.41069687,9.87723898,2.02656811,7.43557937,8.75e-06,9.39e-06
reference,primary_first,0.1,1000.0,24.0,0.0,0.0,0.0,0.99987503,0.0,0.0,4.68273821,4.27849645,0.38946461,0.54650639,0.0,0.0
reference,primary_first,0.1,1000.0,48.0,3e-08,6e-08,3e-08,0.99936095,3e-08,3e-08,3.96148214,4.21854469,0.75182984,1.76203351,5e-08,6e-08
reference,primary_first,0.1,1000.0,72.0,3.8e-07,5.4e-07,3.8e-07,0.99897432,1.6e-07,2.8e-07,3.6123624,3.79174547,0.77890154,2.86749624,5.2e-07,5.4e-07
reference,primary_first,3.0,0.01,24.0,3.7e-07,1.47e-06,3.5e-07,0.99765655,1.12e-06,3.3e-07,112.83721555,90.26751556,7.58792943,10.56359806,0.0,2.09e-06
reference,primary_first,3.0,0.01,48.0,0.0004884,0.00093858,0.00046403,0.98567637,0.00047456,0.00040344,130.74310663,127.46007083,19.45789813,41.93935214,2e-08,0.00133284
reference,primary_first,3.0,0.01,72.0,0.00836541,0.01181949,0.0079484,0.96672908,0.00387109,0.00611971,132.20291096,134.49117658,24.81001902,78.60767522,4.8e-07,0.0167771
reference,primary_first,3.0,0.026101572156825372,24.0,6.26e-06,2.488e-05,5.95e-06,0.99399918,1.893e-05,5.66e-06,294.22013595,235.35650664,19.77690556,27.52825198,0.0,3.534e-05
reference,primary_first,3.0,0.026101572156825372,48.0,0.00713276,0.01336665,0.00677693,0.96006918,0.00658973,0.00586489,340.74324433,332.23474201,50.72462829,109.32615959,2.9e-07,0.01897838
reference,primary_first,3.0,0.026101572156825372,72.0,0.09452669,0.12669529,0.08982186,0.8589318,0.03687343,0.06740772,344.43294267,350.43153303,64.65832787,204.88606172,8.47e-06,0.17971775
reference,primary_first,3.0,0.06812920690579614,24.0,9.876e-05,0.0003869,9.383e-05,0.98502905,0.00029308,8.926e-05,765.87293846,612.55176979,51.42241036,71.54722562,0.0,0.00054955
reference,primary_first,3.0,0.06812920690579614,48.0,0.07141256,0.12199633,0.0678556,0.86600511,0.05414073,0.05769564,885.82575078,864.03722157,131.96091573,284.37828619,5.14e-06,0.17308742
reference,primary_first,3.0,0.06812920690579614,72.0,0.42277787,0.48668465,0.40197979,0.54419604,0.08470486,0.27108086,894.62105544,910.45758098,168.07995796,532.76773885,0.00015016,0.68655443
reference,primary_first,3.0,0.1778279410038923,24.0,0.00130175,0.00490759,0.00123677,0.96440672,0.00367082,0.00117452,1984.35855494,1586.41811347,132.82667793,184.60561746,5e-08,0.00696951
reference,primary_first,3.0,0.1778279410038923,48.0,0.29056687,0.40350435,0.27625333,0.63964996,0.12725101,0.22201512,2286.98692623,2233.09185457,341.35247006,735.37931503,9.289e-05,0.56915437
reference,primary_first,3.0,0.1778279410038923,72.0,0.67635613,0.7007707,0.64670995,0.31589176,0.05406075,0.35826698,2304.01081053,2346.62268411,433.85970033,1376.40069771,0.00263834,0.93736046
reference,primary_first,3.0,0.464158883361278,24.0,0.01119202,0.03813548,0.01063415,0.92119157,0.02750133,0.01005045,5070.39800419,4048.17299652,336.41566078,466.13543922,9e-07,0.05412063
reference,primary_first,3.0,0.464158883361278,48.0,0.50840409,0.60842498,0.48555714,0.43632711,0.12286783,0.35869688,5781.85541782,5663.56530959,868.04697424,1868.41938556,0.00171973,0.81762851
reference,primary_first,3.0,0.464158883361278,72.0,0.8352988,0.86575528,0.8146909,0.15729383,0.05106438,0.39740532,5781.72445448,5902.52250708,1096.24538948,3487.04160206,0.04378303,0.98198937
reference,primary_first,3.0,1.2115276586285888,24.0,0.04358116,0.12546603,0.04142429,0.85275837,0.08404174,0.0387897,12291.361242,9760.30301987,792.12661413,1088.12084146,1.45e-05,0.17736744
reference,primary_first,3.0,1.2115276586285888,48.0,0.66559247,0.77078811,0.64561518,0.28340264,0.12517293,0.45091185,13489.87234032,13367.28752786,2068.96310631,4443.85030012,0.03203616,0.90101892
reference,primary_first,3.0,1.2115276586285888,72.0,0.9355144,0.95622376,0.92604458,0.05869071,0.03017918,0.40323617,13147.48805482,13530.25557339,2553.59485226,8204.85791825,0.43099729,0.99126162
reference,primary_first,3.0,3.1622776601683795,24.0,0.06733467,0.17895508,0.06407571,0.81031196,0.11487937,0.05967668,20869.6908012,16289.11261949,1263.04939163,1713.12676769,8.771e-05,0.24965671
reference,primary_first,3.0,3.1622776601683795,48.0,0.75397725,0.85923214,0.74104298,0.19515181,0.11818916,0.50606409,20829.42888766,21163.89522999,3358.78699394,7209.23632784,0.29769961,0.92061388
reference,primary_first,3.0,3.1622776601683795,72.0,0.97014883,0.98573005,0.96741576,0.02381445,0.01831429,0.39128818,19637.76265406,20405.3723714,3957.8661808,12998.88290024,0.89312558,0.99315358
reference,primary_first,3.0,8.25404185268019,24.0,0.04448378,0.1327018,0.04269198,0.83716035,0.09000982,0.04003014,13447.78688791,10868.49646731,873.50673383,1194.62881318,0.00146275,0.1719395
reference,primary_first,3.0,8.25404185268019,48.0,0.75678668,0.87512214,0.75114669,0.18452704,0.12397544,0.52294204,12460.29606403,12938.98105838,2132.15991995,4683.03477976,0.6909693,0.89813729
reference,primary_first,3.0,8.25404185268019,72.0,0.97347116,0.98862435,0.9726648,0.01985716,0.01595955,0.3949647,11445.69476639,11985.80684341,2387.69077863,8141.74461637,0.97010454,0.99086251
reference,primary_first,3.0,21.544346900318843,24.0,0.01299405,0.04586435,0.01262099,0.90172703,0.03324336,0.01193762,5866.59164013,4995.69605262,423.04590823,584.95824537,0.01727347,0.05550425
reference,primary_first,3.0,21.544346900318843,48.0,0.64352734,0.79770831,0.64059283,0.27815531,0.15711548,0.47474801,5217.05470842,5476.11528164,932.39980228,2103.99551509,0.74066282,0.81405215
reference,primary_first,3.0,21.544346900318843,72.0,0.95343872,0.97882801,0.95290614,0.03530228,0.02592186,0.43168995,4776.67821261,5006.5307222,1010.19811014,3555.15972223,0.97189417,0.98078944
reference,primary_first,3.0,56.23413251903491,24.0,0.0019168,0.00745471,0.00187583,0.95073017,0.00557888,0.00178194,2397.21683753,2111.68001743,184.66058548,256.94969049,0.00380529,0.00861967
reference,primary_first,3.0,56.23413251903491,48.0,0.38522797,0.5556874,0.3832384,0.51564806,0.172449,0.30686277,2069.66024411,2190.10762705,381.6674909,876.94202951,0.50170402,0.57142087
reference,primary_first,3.0,56.23413251903491,72.0,0.8672035,0.92649039,0.86640339,0.10671313,0.060087,0.47270724,1889.83895952,1982.57346824,403.89114313,1453.57998883,0.91337735,0.93026368
reference,primary_first,3.0,146.77992676220705,24.0,0.0001776,0.00071964,0.00017502,0.97775897,0.00054462,0.00016652,942.4302239,847.40833211,75.75403887,105.89888267,0.00047985,0.00079543
reference,primary_first,3.0,146.77992676220705,48.0,0.09899404,0.17120773,0.09849455,0.81733222,0.07271318,0.08300938,803.70594977,853.63811624,150.6700591,350.04137356,0.15272035,0.17687712
reference,primary_first,3.0,146.77992676220705,72.0,0.52120511,0.62739163,0.52030816,0.41781081,0.10708347,0.34640074,733.2640439,769.49941121,157.51363643,574.16843057,0.60645493,0.63378839
reference,primary_first,3.0,383.1186849557293,24.0,1.264e-05,5.211e-05,1.251e-05,0.99071933,3.959e-05,1.191e-05,364.98017989,331.69361911,30.00894841,42.05612464,3.981e-05,5.591e-05
reference,primary_first,3.0,383.1186849557293,48.0,0.01034446,0.01935255,0.0103049,0.94650352,0.00904765,0.00882534,309.55648066,329.36535614,58.51082192,136.72722297,0.01768368,0.01986387
reference,primary_first,3.0,383.1186849557293,72.0,0.10100262,0.13679153,0.10080971,0.84041941,0.03598182,0.07353975,282.32347105,296.32065642,60.79927392,223.09089857,0.13103295,0.13857068
reference,primary_first,3.0,1000.0,24.0,7.9e-07,3.29e-06,7.9e-07,0.99629853,2.5e-06,7.5e-07,140.48551461,128.36325917,11.68535945,16.3974393,2.68e-06,3.47e-06
reference,primary_first,3.0,1000.0,48.0,0.00072919,0.00139269,0.00072711,0.98103877,0.00066559,0.0006252,118.84494801,126.55774488,22.55573116,52.86434211,0.0013003,0.00142013
reference,primary_first,3.0,1000.0,72.0,0.00845073,0.01183825,0.00843794,0.96337444,0.00340031,0.00627842,108.37103749,113.75265173,23.36733866,86.02841015,0.01142501,0.01196243
reference,primary_first,100.0,0.01,24.0,6.5e-07,2.49e-06,6.2e-07,0.99726269,1.88e-06,5.9e-07,120.00959537,97.22138393,8.47485006,11.97821232,0.0,3.54e-06
reference,primary_first,100.0,0.01,48.0,0.00065019,0.00123238,0.00061774,0.98437284,0.00061465,0.00053524,139.26110117,135.74721506,20.84678916,45.46845684,2e-08,0.00175021
reference,primary_first,100.0,0.01,72.0,0.01041548,0.01461594,0.00989609,0.96318895,0.00471985,0.00758589,141.15687876,143.48623701,26.47430769,84.54997714,4.6e-07,0.02074918
reference,primary_first,100.0,0.026101572156825372,24.0,1.102e-05,4.2e-05,1.047e-05,0.992995,3.153e-05,9.94e-06,313.05312369,253.64159205,22.11216475,31.25341268,0.0,5.967e-05
reference,primary_first,100.0,0.026101572156825372,48.0,0.00934248,0.01721553,0.00887629,0.95552165,0.00833924,0.00764971,363.0928148,353.9840073,54.37304591,118.60435582,2.9e-07,0.02444543
reference,primary_first,100.0,0.026101572156825372,72.0,0.11266129,0.14906101,0.10705185,0.8402439,0.04200916,0.07967043,367.91845099,374.02755728,69.02591204,220.49588391,8.1e-06,0.21147017
reference,primary_first,100.0,0.06812920690579614,24.0,0.00017392,0.00065108,0.00016524,0.98252072,0.00048584,0.00015675,815.80548363,661.20976361,57.65765815,81.49666537,0.0,0.00092483
reference,primary_first,100.0,0.06812920690579614,48.0,0.08842526,0.14686046,0.0840199,0.8472879,0.06284056,0.07091075,944.96597197,921.62658834,141.64430307,309.05663213,5.11e-06,0.20837978
reference,primary_first,100.0,0.06812920690579614,72.0,0.45587926,0.51550474,0.43345882,0.51545755,0.08204591,0.28620432,956.71142038,972.85925693,179.64276498,574.1995291,0.00014358,0.72704973
reference,primary_first,100.0,0.1778279410038923,24.0,0.00229094,0.00816283,0.00217657,0.95807343,0.00598625,0.00205962,2120.21169244,1720.04572069,150.08871771,212.16606652,7e-08,0.01159287
reference,primary_first,100.0,0.1778279410038923,48.0,0.32563949,0.4370547,0.30960819,0.60853474,0.12744651,0.24505858,2447.05614562,2389.23308511,367.76621163,803.05235128,9.264e-05,0.61619602
reference,primary_first,100.0,0.1778279410038923,72.0,0.69083565,0.71084604,0.66081154,0.30379929,0.0500345,0.35537147,2471.65833551,2515.2506555,465.19401771,1489.41117571,0.00252299,0.94729866
reference,primary_first,100.0,0.464158883361278,24.0,0.01949542,0.06063246,0.01852381,0.90368337,0.04210865,0.0174005,5467.31478877,4447.54384005,388.8358687,549.82478885,1.33e-06,0.08603921
reference,primary_first,100.0,0.464158883361278,48.0,0.53987049,0.63143872,0.51588003,0.41067487,0.11555869,0.37245846,6242.83748538,6115.3588017,945.62885245,2069.52988173,0.00173045,0.84379852
reference,primary_first,100.0,0.464158883361278,72.0,0.84538821,0.87328246,0.82519098,0.14853475,0.04809148,0.39077716,6261.12952086,6385.90165489,1186.75195292,3818.64572438,0.0419932,0.98488386
reference,primary_first,100.0,1.2115276586285888,24.0,0.07787965,0.19166514,0.07404242,0.80728118,0.11762273,0.06842193,13726.37904562,11272.42646688,992.03155228,1404.19950449,2.907e-05,0.27023428
reference,primary_first,100.0,1.2115276586285888,48.0,0.70387888,0.79791325,0.68399475,0.25241722,0.1139185,0.46213029,15077.44370356,14947.39823307,2349.79059915,5183.88761415,0.03376723,0.92033833
reference,primary_first,100.0,1.2115276586285888,72.0,0.94237524,0.95962073,0.93316683,0.05333132,0.0264539,0.38783159,14752.50855737,15164.13778101,2867.01997713,9392.8768937,0.42473084,0.9930378
reference,primary_first,100.0,3.1622776601683795,24.0,0.16176659,0.33275541,0.15461568,0.69606158,0.17813972,0.14005559,30112.38888155,25946.90723473,2360.87624302,3359.54696818,0.00098062,0.44241766
reference,primary_first,100.0,3.1622776601683795,48.0,0.82656126,0.90531533,0.8160264,0.13708076,0.08928893,0.51836489,28842.95896468,29686.33251417,4978.03507541,11378.19010939,0.41794902,0.94810932
reference,primary_first,100.0,3.1622776601683795,72.0,0.98026144,0.99066554,0.97829064,0.01580696,0.0123749,0.35559617,27087.27604313,28184.81541163,5567.14222682,19416.71699359,0.92023774,0.99559526
reference,primary_first,100.0,8.25404185268019,24.0,0.24304362,0.47003152,0.23771677,0.5925253,0.23231474,0.21294132,45257.74926732,41731.73058117,4060.37969772,5860.3062432,0.07905187,0.52144032
reference,primary_first,100.0,8.25404185268019,48.0,0.88791124,0.950143,0.88549782,0.08192976,0.06464518,0.53093071,38701.34279369,41332.39427558,7420.04115119,17745.650494,0.87395558,0.95715931
reference,primary_first,100.0,8.25404185268019,72.0,0.98951746,0.99578233,0.9892581,0.0076554,0.00652423,0.32336966,34594.55641556,36551.10718551,7592.06467966,28498.53723956,0.98919687,0.99638312
reference,primary_first,100.0,21.544346900318843,24.0,0.27405546,0.52093919,0.27338389,0.55384533,0.2475553,0.24383038,47885.22697021,47199.52856787,4836.87580467,7038.99854481,0.48910657,0.52566517
reference,primary_first,100.0,21.544346900318843,48.0,0.89978091,0.95719648,0.89963276,0.07163729,0.05756372,0.5278407,39250.41938307,42302.91653473,7930.81575809,19642.48496614,0.95416727,0.95763834
reference,primary_first,100.0,21.544346900318843,72.0,0.99077029,0.99638923,0.99075612,0.00658527,0.00563311,0.31386441,35540.73296818,37409.11871175,7840.02456275,30618.36907522,0.99613669,0.99642595
reference,primary_first,100.0,56.23413251903491,24.0,0.26536656,0.51056184,0.26420242,0.56229416,0.24635943,0.23618815,47768.67389283,46616.99069843,4708.58741062,6820.7463868,0.46785139,0.52005539
reference,primary_first,100.0,56.23413251903491,48.0,0.89762634,0.95613249,0.89734332,0.07328272,0.05878916,0.52915351,39368.99932456,42339.32946577,7880.30515898,19372.65357366,0.95183945,0.95708106
reference,primary_first,100.0,56.23413251903491,72.0,0.99055701,0.99629895,0.99052922,0.00674696,0.00576973,0.31580104,35755.96596082,37593.8775754,7848.00666584,30382.23277689,0.99593649,0.99637907
reference,primary_first,100.0,146.77992676220705,24.0,0.1673366,0.38110795,0.16625606,0.66291949,0.21485189,0.15204914,31747.11723519,28992.33274194,2642.39239826,3712.54340889,0.34131943,0.39342082
reference,primary_first,100.0,146.77992676220705,48.0,0.86596489,0.94062976,0.86556005,0.09659349,0.07506971,0.54004281,26804.31728097,28559.23219407,5093.69653194,11947.15240189,0.9356672,0.94215309
reference,primary_first,100.0,146.77992676220705,72.0,0.9872211,0.99492738,0.98717881,0.00917075,0.00774857,0.33906968,24422.01454099,25641.72011886,5271.18151226,19426.556444,0.99449926,0.99505887
reference,primary_first,100.0,383.1186849557293,24.0,0.06537075,0.18970368,0.06497078,0.79700598,0.1247329,0.06066441,12198.19150382,11128.89709268,1012.07632503,1420.3421769,0.16751993,0.1963845
reference,primary_first,100.0,383.1186849557293,48.0,0.79363522,0.9005499,0.79325718,0.15252393,0.10729272,0.53562043,10323.9160784,10992.26654296,1957.68833209,4585.86173623,0.89514276,0.90215853
reference,primary_first,100.0,383.1186849557293,72.0,0.97818229,0.99095735,0.97813622,0.01592801,0.01282114,0.37744249,9413.03937384,9880.78224817,2029.35699099,7466.56289472,0.99045092,0.99110816
reference,primary_first,100.0,1000.0,24.0,0.01248034,0.04467113,0.01240215,0.90265494,0.03226897,0.01172366,4686.86965872,4288.70503011,391.20402183,549.25497008,0.03845204,0.04649693
reference,primary_first,100.0,1000.0,48.0,0.62776208,0.78520672,0.62732451,0.29177474,0.15788221,0.46594983,3962.05537183,4220.22144836,752.85088714,1766.11140924,0.77687046,0.78761532
reference,primary_first,100.0,1000.0,72.0,0.94852114,0.9761245,0.94844142,0.03915723,0.02768308,0.43373252,3612.54374058,3792.07636019,779.25536103,2871.79394089,0.9750937,0.97642291
reference,secondary_first,0.1,0.01,24.0,0.0,0.0,0.0,0.99975837,0.0,0.0,26.93596672,16.912451,1.03336813,1.32886944,0.0,0.0
reference,secondary_first,0.1,0.01,48.0,3.09e-06,6.82e-06,2.93e-06,0.99705934,3.88e-06,2.62e-06,38.19677508,35.64125665,4.76857614,9.10511956,0.0,9.68e-06
reference,secondary_first,0.1,0.01,72.0,0.00012006,0.00018543,0.00011407,0.99294026,7.135e-05,9.194e-05,39.68367458,40.05263625,7.03793429,19.78378085,1e-08,0.00026316
reference,secondary_first,0.1,0.026101572156825372,24.0,0.0,2e-08,0.0,0.99938406,2e-08,0.0,68.25842366,42.97084902,2.63319362,3.38818629,0.0,3e-08
reference,secondary_first,0.1,0.026101572156825372,48.0,4.869e-05,0.00010691,4.626e-05,0.99262495,6.065e-05,4.13e-05,96.51011071,90.0987659,12.07151135,23.07466702,0.0,0.00015182
reference,secondary_first,0.1,0.026101572156825372,72.0,0.00178858,0.00273799,0.00169949,0.98137857,0.00103851,0.0013652,100.23946424,101.17995244,17.78789208,50.05729507,2e-07,0.00388535
reference,secondary_first,0.1,0.06812920690579614,24.0,6e-08,3e-07,6e-08,0.99848614,2.4e-07,6e-08,165.17269623,104.68938779,6.46321327,8.3290193,0.0,4.3e-07
reference,secondary_first,0.1,0.06812920690579614,48.0,0.00064317,0.00139131,0.00061108,0.98228688,0.00078024,0.00054434,231.75659218,216.65063625,29.13301237,55.84667275,3e-08,0.0019756
reference,secondary_first,0.1,0.06812920690579614,72.0,0.02031976,0.03029903,0.01930837,0.94389859,0.01099066,0.01535878,240.52425089,242.83856647,42.74883301,120.64918894,2.78e-06,0.04298057
reference,secondary_first,0.1,0.1778279410038923,24.0,7.3e-07,3.54e-06,6.9e-07,0.99658753,2.85e-06,6.6e-07,357.80672253,230.5676753,14.49637923,18.75135292,0.0,5.03e-06
